Porosity,Permeability,Depth,Temperature,Pressure,Injection Type,Injection Rate,Injection Pressure,Injection Duration,Oil Production Rate,Water Cut,Cumulative Oil Production,Sensor Temperature,Sensor Pressure,Flow Rate,Oil Recovery Factor,Location,Saturation_Oil,Saturation_Gas,year,month,day,month_cos,day_cos
0.07594208021331772,0.6229301628221886,0.5014453057668429,0.06438609485107222,0.06881689011420777,0.0,0.29970341584839305,0.5250367114663361,0.5934729346044769,0.26498911757904176,0.44863845641776323,0.2780311100068149,0.23264821967294097,0.15106489395576544,0.26513788795744375,0.1794731716341581,0.0,0.36485032648741456,0.3411783023637742,0.0,0.0,0.0,0.021956792527001667,0.04019567397952528
0.3407938511393266,0.06112798778600814,0.18490350772248454,0.9626444017961642,0.9668852102597181,1.0,0.042606208088145636,0.23268381296266694,0.288343969686792,0.4931231126172782,0.5883499593537255,0.15792020808369678,0.9838669932307061,0.8354178794289593,0.09398008890993448,0.32879072175367174,1.0,0.8618346947038855,0.1440289146239725,1.0,0.3487904518582325,0.9755880417980531,0.9199932617922002,0.09311651959708378
0.621105235719083,0.5581958624326063,0.41422984987269296,0.49175441061166847,0.6583532394171889,0.0,0.7637703162696208,0.6026606604934285,0.16439331745483327,0.8663908367976543,0.890616377497702,0.952158839328644,0.5732340093977645,0.5566789147621307,0.8476144393316116,0.3275612296038422,0.0,0.7196885431802886,0.34856203866562074,1.0,0.15872221735993525,0.6170903540253797,0.5484317741425269,0.9408747238699231
0.4562328202478848,0.5873477532406637,0.7556678320675632,0.7857108430617683,0.8032451360525714,0.0,0.3856494617362426,0.392376187803967,0.3444284288715197,0.3479649235098714,0.2460784867975559,0.37563838723573617,0.6414659328181822,0.6298326288256868,0.3646394792551221,0.4772880551669215,0.0,0.22011277287764153,0.900942635375859,1.0,0.2508882633662875,0.9494641337331777,0.7644075040138052,0.1879139355016779
0.6078076161523989,0.24889973275820496,0.7614356709784728,0.853703785029656,0.8483191308277238,0.0,0.38631092026695424,0.4966341334459244,0.5217404235376341,0.3139738335427238,0.418753914112344,0.2428327573014734,0.7183772555002308,0.7230712742149988,0.31766410171945453,0.8087758673889811,0.0,0.7105840601140834,0.7044342964929965,0.5006456168951113,0.5526034618407957,0.31437156651791065,0.9965532695750507,0.8710941387671394
0.588956641017472,0.7082845059173556,0.6182950054885228,0.7602417096797927,0.7533534798008549,0.0,0.5718707933544002,0.5630846839235384,0.2331323877185702,0.515431746458293,0.6023916929524448,0.5626157619561769,0.6351383721484248,0.6426021159356513,0.5575463088227538,0.27498388648684713,0.0,0.11715222728604435,0.3968716195981598,0.0,0.0,0.14157575619686907,0.021956792527001667,0.5077180193874291
0.35334548975272717,0.29576803131816376,0.5173342064122678,0.3367575241685563,0.3356575079124706,0.0,0.6237125193401439,0.6529112524989331,0.7734330489853544,0.4954251866443654,0.1170585385229444,0.5269143543797961,0.43186824556268283,0.436780131697818,0.52835227994656,0.3292662676871614,0.0,0.9256432933369996,0.41953142224016665,0.0,0.15872221735993525,0.17409428638034963,0.5484317741425269,0.5937386896410448
0.3817998160908084,0.7680176130642614,0.6313591599492192,0.458634162817891,0.4469047053227705,0.5,0.6076946577456158,0.5578621377488973,0.5039720834686258,0.4959697952480081,0.6957658870349773,0.5321902776947045,0.4850223687232149,0.4584657871294255,0.5433085369817882,0.45689989256000096,0.0,0.24533530999753017,0.011684284798200939,0.0,0.4501489558382451,0.17409428638034963,1.0,0.5937386896410448
0.39907345673375816,0.6947607932468723,0.45344619014362525,0.22163956929227963,0.1974730197777797,0.0,0.4246408080233398,0.5724250653716239,0.613137003987201,0.4416521597922243,0.6426177839076728,0.4456748689369803,0.32892368446146736,0.3576877833212964,0.48834212410179173,0.4048059317124744,0.0,0.5207820877380419,0.274852734177342,0.0,0.0,0.14157575619686907,0.021956792527001667,0.5077180193874291
0.37577382522986214,0.8595821898623455,0.7366182768451801,0.17315843125253805,0.17131649475758143,0.0,0.3855135949075956,0.8005459171772539,0.6531417714612193,0.4293898621530874,0.6024866568518974,0.5450525457234016,0.3244702439782851,0.35781606041202196,0.44738027655033785,0.48531599509466805,0.0,0.43584156429870385,0.10969384545297334,0.0,0.15872221735993525,0.20775476385600478,0.5484317741425269,0.6742268086102658
0.7266281332150226,0.2252894409971325,0.45652299330027574,0.6715508182921656,0.6540525357471033,0.0,0.6998502858328435,0.5451341732849829,0.6471635091543484,0.5059790581060704,0.4478049012646713,0.6146491314953523,0.5731603622156927,0.5651624496565731,0.5575857258323037,0.4294360438844561,0.0,0.3495369507100634,0.7498029136599094,0.0,1.0000000000000002,0.08042321715246598,0.0,0.3241767559577209
0.594410583907971,0.5052966025463655,0.5621993919795275,0.1612309042735377,0.14918843331859893,0.5,0.7561567953115143,0.6326053057390677,0.8328371451628946,0.7192205429072935,0.5711016963730415,0.5944297664427796,0.3483854857166008,0.29711575068387164,0.8147597062938217,0.636911228283396,0.0,0.644147949249685,0.5032182176916196,0.0,0.8428896731131761,0.8924583125641681,0.5287986028906992,0.3771659619914125
0.4946293969906557,0.11482268257618927,0.24837788426350327,0.49175441061166847,0.5862997763849661,1.0,0.263447245702968,0.406178528912832,0.5707983174453013,0.28473569601131354,0.4142649804366182,0.37410423615103894,0.5566852664752173,0.5220568876391027,0.32327423624809,0.51074185915433,1.0,0.2411548188214252,0.6327638487993419,0.5006456168951113,1.0000000000000002,0.7966152847626293,0.0,0.6399884665143993
0.9454481503013896,0.15799119770191578,0.22140995791110923,0.49175441061166847,0.6811894371252911,1.0,0.6348499881425989,0.25707736515217317,0.4371912803171345,0.5342046762578616,0.442398561914942,0.6608545914733321,0.5768233786775524,0.594269821322251,0.5728403173022445,0.339953689785221,1.0,0.3017534670258859,0.8651414669464457,1.0,1.0000000000000002,0.7623621505955995,0.0,0.7168185408980126
