Porosity,Permeability,Depth,Temperature,Pressure,Injection Type,Injection Rate,Injection Pressure,Injection Duration,Oil Production Rate,Water Cut,Cumulative Oil Production,Sensor Temperature,Sensor Pressure,Flow Rate,Oil Recovery Factor,Location,Saturation_Oil,Saturation_Gas,year,month,day,month_cos,day_cos
-2.4961055649428574,0.5833958186941243,0.014662384331154132,-1.5252487457615072,-1.4986210822216905,-0.9224064121809981,-1.201600856056142,0.1738113865639444,0.527829550087433,-1.3159154860686624,-0.3248465147780262,-1.3024945622000295,-1.547673994352212,-1.9709868924161758,-1.4148676481223676,-1.9087440695069449,-0.6649579101036418,-0.5866079861500372,-0.6331443851334618,-0.526416867571128,-0.7405577981194691,-0.772161094819333,0.9257601922312783,0.9193769608169908
-0.9295638928472637,-1.2771472886729522,-1.8839455050628033,1.6902183811705969,1.6989312019079506,1.7059064876081402,-2.733168914198208,-1.5340302336597396,-1.2716626583909272,0.0,0.5090456626880376,-2.0130346857817987,2.8693880662468945,2.021829351511794,-2.414730536268609,-1.0234469633879517,1.5038545820804476,1.4477418137076452,-1.42032671278836,0.5350828150863223,-0.22106458590346997,0.7502920110862745,0.993308543484693,0.9238210106988103
0.7284180929695455,0.369012603833287,-0.5084532157594198,0.004588228520476334,0.6004099803435348,-0.9224064121809981,1.5629178554381795,0.6272681901499917,-2.0026592485946546,2.1530713939245976,2.3131748596696244,2.685443188936249,0.4549231492840322,0.39554366333315766,1.9878209245016516,-1.0307365675997062,-0.6649579101036418,0.8658824768831651,-0.6036624435686789,0.5350828150863223,-0.5041547827643553,0.19083874308233437,0.9653604960066906,0.9950118562634597
-0.24676703987536716,0.4655561060120669,1.5394812141925174,1.0568548627229604,1.1162943564489927,-0.9224064121809981,-0.6896068917802077,-0.6011532702972204,-0.9409056378410545,-0.8372969970744812,-1.5338605943951993,-0.7250791426645867,0.8561173830685201,0.8223545986499139,-0.8336031716936418,-0.14301288559928235,-0.6649579101036418,-1.1790749369207716,1.6018947171953664,0.5350828150863223,-0.3668814283992869,0.7095243681183885,0.9816057209645309,0.9317816628771994
1.41134702893868,1.6181718988110572,-0.1854681022725294,-0.8675613442042289,-0.8448315374233242,-0.9224064121809981,3.212313133005506,0.19498515010723894,-0.6102874375030656,2.939506824463602,-0.3288379333312378,1.0684445766436572,-0.6350736459778752,-0.5103216643547618,2.9152245592529664,-0.9046828893445414,-0.6649579101036418,0.4575417632228117,1.039875087958721,-0.526416867571128,-0.5041547827643553,-0.16530511631656228,0.9653604960066906,0.9962565787962624
0.6497655126297901,-0.6552959655736595,1.5740765331319508,1.3002470674715993,1.2767793125654538,-0.9224064121809981,-0.6856664804227717,0.007891687757534904,0.10478844419244152,-1.0333633556574093,-0.5032175546133445,-1.510717475197025,1.3083452791319428,1.366349855154669,-1.1080220817050703,1.8223635931804483,-0.6649579101036418,0.8286142960548398,0.8172719832431479,0.005018295886876199,0.08249726529734352,-0.28156880857985295,0.9990672208599131,0.9891520027905886
0.5382660198937165,0.8660672674462233,0.7155232600054859,0.9656838036768036,0.9386562237723619,-0.9224064121809981,0.4197425474288745,0.3960767078934639,-1.5972719023261333,0.1286799748520889,0.5928561690527242,0.38102300804522954,0.818912205090663,0.8968574015039715,0.2933123461968873,-1.3424652938723063,-0.6649579101036418,-1.6005323885287268,-0.41077090683868006,-0.526416867571128,-0.7405577981194691,-0.551225166427259,0.9257601922312783,0.9586373429898832
-0.8553236305593088,-0.500080315448884,0.10996351772198987,-0.5502492712067825,-0.5485409961084716,-0.9224064121809981,0.7285717731152197,0.9208177082396964,1.5891408672631893,0.013278752523545568,-2.3039383857177125,0.1698241730918286,-0.37628790944164214,-0.30399855947948173,0.12276781833302174,-1.0206274727225337,-0.6649579101036418,1.7089351593340294,-0.3202943581035786,-0.526416867571128,-0.5041547827643553,-0.5004784012392809,0.9653604960066906,0.965860964324985
-0.6870223660287262,1.0638878272841013,0.7938816533695864,-0.11397128514427964,-0.1524478234591017,0.3917500377135711,0.633150880015528,0.36556809393327006,0.0,0.016420147102900212,1.1501761347416726,0.20103495532858615,-0.0637490472073309,-0.17747490998056567,0.21013869151742037,-0.26389339388878624,-0.6649579101036418,-1.0758293086409727,-1.9487552052794093,-0.526416867571128,-0.0700998604144052,-0.5004784012392809,0.9993264764306928,0.965860964324985
-0.5848524700096257,0.8212802382869645,-0.27323482282820866,-0.9623334086562875,-1.040543793395403,-0.9224064121809981,-0.45732937683744135,0.4506405321874967,0.6437980214868483,-0.2968931653252548,0.8329525238459173,-0.31076429225169416,-0.9815876319601451,-0.7654580987402413,-0.11096193398184023,-0.5727561682088715,-0.6649579101036418,0.05168119873937276,-0.8979705443551007,-0.526416867571128,-0.7405577981194691,-0.551225166427259,0.9257601922312783,0.9586373429898832
