datetime,Porosity,Permeability,Depth,Temperature,Pressure,Injection Type,Injection Rate,Injection Pressure,Injection Duration,Oil Production Rate,Water Cut,Cumulative Oil Production,Sensor Temperature,Sensor Pressure,Flow Rate,Oil Recovery Factor,Location,Saturation_Oil,Saturation_Gas
2021-01-01 13:42:05,0.1022817632437682,3117.788664251881,2894.343885891407,55.82066357470832,1268.4435617195454,Gas,659.634380074954,2771.706587237244,213.0799544264441,284.4118303590887,29.88058184105821,31666.57937638341,55.91890331473334,1080.3357287345373,244.9290538413173,9.815966116104786,South Iran,49.4966837238605,19.10004344327412
2023-05-30 17:25:25,0.1532659292920585,315.2611313162984,785.5803188853031,148.48886474567743,4948.133946434114,Chemical,113.84124777492464,905.202988981628,39.641187349905984,,55.37327077307203,11193.773396613147,153.74559001519413,4933.295762444125,67.01698742699111,9.894077718520558,North Iran,84.79248618113266,8.86484337206305
2023-03-19 21:55:33,0.3277859685952417,2794.864212855011,2326.685598933992,,3683.973858588746,Gas,4734.575594703919,3250.317632658478,16.691824604339182,3568.968189153205,79.15434574133009,637665.6725464491,116.86076440537882,3585.9479719936157,3547.281123990524,9.893567135365574,South Iran,74.69727432921174,19.483377214628295
2020-03-19 20:07:01,0.3784167563552628,4386.8199995021005,3228.5956973444163,115.36559943468542,3625.2319342172873,Gas,924.1077549707762,3139.7667582529457,223.8577080984401,398.47807887131216,13.4059038700637,63805.50970035324,119.29362395633558,3724.877579155259,387.28590945173386,9.85203717899713,South Iran,63.57176239921013,18.936822978726216
2020-05-16 11:55:35,0.1146458545306014,3956.777107956247,4749.866291376722,134.04865749069006,4326.688111710722,Gas,4357.729388291024,2868.584611562861,132.60054119924823,3025.5186779841392,14.933829485433094,399720.8141235462,130.78304001309223,4319.349959163488,3213.076663166258,10.047526412366212,South Iran,41.58638703695279,30.836185468390234
2023-04-29 22:02:58,0.2211545797520204,2940.287246543784,4713.743320007496,130.23563570462753,4277.645082606412,Gas,1288.0998856529577,2087.963871729804,60.31154629683563,543.6831435613391,4.968698117232951,68421.8516363196,130.2086385869646,4170.274790085351,543.4380671087773,10.067711291617414,South Iran,39.21743063851149,48.160747140047725
2020-11-12 01:09:26,0.1721182032289199,4071.099871567376,3483.1079562957684,70.04534898014839,1829.05680231602,Gas,3919.73994752237,3695.209092367561,285.39832856463283,3038.901133685126,57.92013619185359,560283.9191613651,68.14395509697718,1980.5536282133835,3223.666087686804,9.92202705520467,South Iran,33.65620613798102,36.931589016737824
2024-07-25 02:08:45,0.2936191308620822,4338.913630921117,4432.318901332146,106.17483331647068,3276.6496811021266,Steam,4206.790092547147,2523.971015283182,178.95561418496575,2749.0346695220805,35.89690514226811,284975.35696028126,104.25658724856235,3044.679526901015,2282.121141692766,,South Iran,81.41382281128033,47.07716876909773
2021-03-13 13:27:25,0.3751898349013074,4676.467118660144,2666.6349806800285,74.77489511532787,2020.8137773879016,Gas,23143.275245701057,2799.2942577387944,88.60065024590943,10817.811162395905,29.770222887548083,315934.90868835966,75.68704920195677,2209.0108104668925,10402.579635248196,9.910603867907424,South Iran,67.61259638167998,40.8531855407904
2022-07-11 10:53:25,0.3205713550939189,1251.9529217281993,4734.888021833411,137.2500808545029,4462.328520886397,Gas,1293.0441295101557,2572.32522568442,167.08929232074348,419.453895101012,24.506522002916068,22917.35797709087,140.22387832207812,4649.9780770999805,374.4589688829108,18.03844555604153,South Iran,74.05067444331675,37.95882773676779
